id,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
1539,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,25,,,,,White,,,No,Male,0.59892234080446,0,0,0,0,0.5,1,1,0.6252859527304038,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1540,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,21,,,,,White,,,No,Female,0.7432696332091627,0,0,0,0,0.5,1,1,0.5164735853943214,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1541,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,Age,27,,,,,White,,,No,Female,0.915941923138672,0,0,0,0,0.5,1,1,0.4243124740720523,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1542,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,24,,Asian,,,,,,No,Female,0.7960250968569949,0,0,0,0,0.5,1,1,0.33437162901609474,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1543,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,Age,31,,Asian,,,White,,,No,Female,0.29108106514696985,0,0,0,0,0.5,1,1,0.03736628476468992,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1544,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,66,,,,,White,,,No,Female,0.5357976449969685,0,0,0,0,0.5,1,1,0.6340203631282831,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1545,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,Age,47,,Asian,,,,,,No,Female,0.671296844415203,0,0,0,0,0.5,1,1,0.7052159497293681,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1546,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,Age,34,,,,,White,,,No,Female,0.7993408049920901,0,0,0,0,0.5,1,1,0.06423404954006758,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1547,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,Age,44,,,Black or African American,,,,,No,Male,0.4862430089819811,0,0,0,0,0.5,1,1,0.3868753573361029,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1548,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,21,,,,,White,,,No,Female,0.2201773683121841,0,0,0,0,0.5,1,1,0.8783474142845598,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1549,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,22,,,Black or African American,,White,Other,,Yes,Male,0.9999608222860752,0,0,0,0,0.5,1,1,0.2815472041912254,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1550,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 1,Age,31,,,,,White,,,No,Male,0.32422358433814336,0,0,0,0,0.5,1,1,0.6946153479382897,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1551,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,Age,29,,,,,White,,,No,Male,0.97121456870139,0,0,0,0,0.5,1,1,0.8536380885293796,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1552,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,41,,,,,White,,,No,Female,0.9139542872817148,0,0,0,0,0.5,1,1,0.44384597578175505,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1553,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,39,,,Black or African American,,White,,,No,Female,0.7973502184723854,0,0,0,0,0.5,1,1,0.8254331622331946,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1554,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,Age,59,,,,,White,,,Yes,Male,0.9139969555926504,0,0,0,0,0.5,1,1,0.7453250348906324,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1555,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,63,,,,,White,,,No,Female,0.9207910678630674,0,0,0,0,0.5,1,1,0.5095410161906716,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1556,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,28,,,,,White,,,No,Female,0.3598477654996905,0,0,0,0,0.5,1,1,0.650183139054613,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1557,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,44,,,,,White,,,Yes,Female,0.2625815480161881,0,0,0,0,0.5,1,1,0.2732070328838208,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1558,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,44,,,,,White,,,No,Male,0.8803928841092608,0,0,0,0,0.5,1,1,0.3855517011567838,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1559,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,I don't know,Age,36,,,,,White,,,No,Male,0.5522151737362647,0,0,0,0,0.5,1,1,0.7178014639573641,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1560,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,43,,Asian,,,White,,,No,Female,0.9924749606271448,0,0,0,0,0.5,1,1,0.5914248094408365,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1561,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,34,,Asian,,,,,,No,Male,0.01260263310107463,0,0,0,0,0.5,1,1,0.3323563147178749,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1562,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,38,,,,,White,,,No,Male,0.13013718396661272,0,0,0,0,0.5,1,1,0.47403348318162225,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1563,Yes,"Yes, I will",Purple,,Candidate 2,,,,,,,Candidate 1,Age,50,American Indian or Alaska Native,,,,White,,,No,Female,0.6836459256437714,0,0,0,0,0.5,1,1,0.5011192528766392,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1564,Yes,"Yes, I will",Purple,,Candidate 2,,,,,,,Candidate 2,Age,58,,,,,White,,,No,Female,0.22144502546206235,0,0,0,0,0.5,1,1,0.2117843973012139,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1565,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,54,,,Black or African American,,,,,No,Male,0.4504762893660172,0,0,0,0,0.5,1,1,0.19546810658543093,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1566,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,26,,,Black or African American,,,,,No,Male,0.919322656215942,0,0,0,0,0.5,1,1,0.9717865534992391,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1567,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,37,,,,,White,,,No,Female,0.495396761571848,0,0,0,0,0.5,1,1,0.7422625938761659,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1568,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,Age,58,,,,,White,,,No,Male,0.6321993501931893,0,0,0,0,0.5,1,1,0.5050379576871725,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1569,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,33,,,,,White,,,No,Male,0.4678044168902106,0,0,0,0,0.5,1,1,0.02663514507623276,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1570,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,50,,,,,White,,,No,Male,0.5540633091130441,0,0,0,0,0.5,1,1,0.92085029392523,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1571,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,29,,,,,White,,,No,Male,0.05359732617009369,0,0,0,0,0.5,1,1,0.29466216761960234,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1572,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,33,,,Black or African American,,White,,,No,Female,0.4245661109277434,0,0,0,0,0.5,1,1,0.3120473875459394,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1573,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,27,,,,,White,,,No,Male,0.5913511343745866,0,0,0,0,0.5,1,1,0.08248666512837789,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1574,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,37,,,,,White,,,No,Male,0.02246137871929942,0,0,0,0,0.5,1,1,0.13953952122003294,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1575,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,25,,,,,White,,,Yes,Male,0.8843120760015007,0,0,0,0,0.5,1,1,0.12738277626395755,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1576,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,39,,,,,White,,,No,Male,0.09060670926482572,0,0,0,0,0.5,1,1,0.8762067563077917,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1577,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,19,,Asian,,,,,,No,Male,0.8769689423211312,0,0,0,0,0.5,1,1,0.19212500918473233,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1578,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 2,Age,35,,,,,White,,,No,Female,0.2921802530279803,0,0,0,0,0.5,1,1,0.14994408519704455,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1579,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,38,,,,,White,,,No,Female,0.9759298306833788,0,0,0,0,0.5,1,1,0.8935274753937329,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1580,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,38,,,Black or African American,,,,,No,Female,0.07980348031963302,0,0,0,0,0.5,1,1,0.6613725478903792,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1581,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,Age,34,,Asian,,,White,,,No,Male,0.5979087964161087,0,0,0,0,0.5,1,1,0.9770167213811112,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1582,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,35,,,,,White,,,No,Female,0.6004441181664458,0,0,0,0,0.5,1,1,0.03172030603320345,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1583,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,Age,59,,,,,White,,,No,Female,0.07698429517377733,0,0,0,0,0.5,1,1,0.7980768454256646,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1584,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,Age,53,,,,,White,,,No,Female,0.8542885561134407,0,0,0,0,0.5,1,1,0.3630032603077133,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1585,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,76,,,,,White,,,No,Female,0.30929107924673965,0,0,0,0,0.5,1,1,0.4511129358902371,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1586,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,Age,26,,Asian,,,,,,No,Female,0.9067959785244418,0,0,0,0,0.5,1,1,0.7362636983711887,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1587,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,36,,,Black or African American,,,,,No,Female,0.5989864227825279,0,0,0,0,0.5,1,1,0.1250140113115809,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1588,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,32,,,,,White,,,No,Female,0.34298507853946303,0,0,0,0,0.5,1,1,0.9504227158498072,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1589,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,37,,,,,White,,,No,Female,0.4638787141218499,0,0,0,0,0.5,1,1,0.7161075360412028,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1590,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,33,,,,,White,,,No,Male,0.2626385351788808,0,0,0,0,0.5,1,1,0.7784976609466825,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1591,Yes,"Yes, I will",Purple,,Candidate 2,,,,,,,Candidate 2,Age,24,,,,,,Other,,Yes,Female,0.08398697154689277,0,0,0,0,0.5,1,1,0.0146554925047456,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1592,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 1,Age,67,,,,,White,,,No,Female,0.15501976203057444,0,0,0,0,0.5,1,1,0.6997477956348442,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1593,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,Age,42,,,,,White,,,No,Male,0.7019365538614655,0,0,0,0,0.5,1,1,0.8652191313135482,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1594,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,26,,,,,White,,,No,Female,0.6139582436564281,0,0,0,0,0.5,1,1,0.9642839447977682,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1595,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,Age,53,,,,,White,,,No,Female,0.9905933255773488,0,0,0,0,0.5,1,1,0.4887118352317978,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1596,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,Age,64,,,,,White,,,No,Male,0.6043104796214752,0,0,0,0,0.5,1,1,0.6901704130438553,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1597,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 2,Age,68,,,,,White,,,No,Male,0.01830090512947666,0,0,0,0,0.5,1,1,0.04144699709523632,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1598,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,42,,,Black or African American,,,,,No,Male,0.9505996308174448,0,0,0,0,0.5,1,1,0.384641301442087,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1599,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,26,,,,,White,,,No,Male,0.37002813917818206,0,0,0,0,0.5,1,1,0.6989066539562555,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1600,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,Age,26,,Asian,,,,,,No,Female,0.16364580117250926,0,0,0,0,0.5,1,1,0.49646677810150824,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1601,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,Age,62,,,,,White,,,No,Female,0.2341812037011099,0,0,0,0,0.5,1,1,0.4015832993671259,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1602,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,24,,,,,White,,,No,Female,0.32618556621628475,0,0,0,0,0.5,1,1,0.8995637323007835,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1603,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,Age,21,,Asian,,,,,,No,Female,0.8443224380827328,0,0,0,0,0.5,1,1,0.09234938982230365,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1604,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,30,,,,,White,,,No,Male,0.7087733104612616,0,0,0,0,0.5,1,1,0.841877137972479,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1605,Yes,"Yes, I will",Purple,,,Candidate 2,,,,,,Candidate 1,Age,18,,Asian,,,White,,,No,Female,0.2780816499791298,0,0,0,0,0.5,1,1,0.9945868635537538,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1606,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,Age,28,,,,,White,,,No,Female,0.10549381098372251,0,0,0,0,0.5,1,1,0.572936223254757,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1607,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,52,,,Black or African American,,,,,No,Male,0.4285661022711001,0,0,0,0,0.5,1,1,0.6602242420567722,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1608,Yes,"Yes, I will",Purple,,,,,,,Candidate 2,,Candidate 1,Age,39,,,,,White,,,No,Female,0.11118386828135324,0,0,0,0,0.5,1,1,0.9797692168456896,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1609,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,30,,Asian,,,,,,No,Female,0.4642432118915587,0,0,0,0,0.5,1,1,0.2577454136353325,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1610,Yes,"Yes, I will",Purple,,,Candidate 1,,,,,,Candidate 2,Age,43,,,,,White,,,No,Female,0.5003129312536476,0,0,0,0,0.5,1,1,0.4716520846056873,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1611,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,Age,31,,,,,White,,,No,Female,0.08700870305462943,0,0,0,0,0.5,1,1,0.01291377423631813,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1612,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,24,,,,,White,,,No,Male,0.01759734796769855,0,0,0,0,0.5,1,1,0.4801302804798191,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1613,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,Age,68,,,,,White,,,No,Male,0.6714765524192425,0,0,0,0,0.5,1,1,0.8096087770093253,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1614,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,Age,21,,,Black or African American,,,Other,,No,Female,0.6006692602766374,0,0,0,0,0.5,1,1,0.9080975882029388,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1615,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,25,,,,,,Other,,Yes,Male,0.5481351903984638,0,0,0,0,0.5,1,1,0.0733919870279245,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1616,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,26,,,,,White,,,Yes,Male,0.06099557971139335,0,0,0,0,0.5,1,1,0.3225087051565081,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1617,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,59,,,,,White,,,No,Male,0.8009389263579946,0,0,0,0,0.5,1,1,0.2789966846534509,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1618,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,Age,25,,,,,White,,,Yes,Male,0.7312882595535574,0,0,0,0,0.5,1,1,0.3188884126299267,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1619,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,Age,24,,Asian,,,,,,No,Female,0.19232641956590263,0,0,0,0,0.5,1,1,0.17324336156557393,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1620,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,25,,,,,White,,,No,Female,0.7593564579168699,0,0,0,0,0.5,1,1,0.4598246948932821,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1621,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,Age,31,,,,,White,,,No,Male,0.3949093535530635,0,0,0,0,0.5,1,1,0.9280360331591304,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1622,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,26,,,,,White,,,No,Male,0.9749545266327808,0,0,0,0,0.5,1,1,0.7504342581961384,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1623,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,Age,25,,,,,White,,,No,Male,0.6552645651752279,0,0,0,0,0.5,1,1,0.5996046994346205,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1624,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,28,,,,,White,,,No,Female,0.3250207487319179,0,0,0,0,0.5,1,1,0.5045071799551386,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1625,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,Age,33,,Asian,,,White,,,No,Male,0.8913027944255859,0,0,0,0,0.5,1,1,0.10222335534687696,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1626,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 2,Age,65,,,,,White,,,No,Female,0.1718345857625442,0,0,0,0,0.5,1,1,0.4975530843943248,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1627,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,Age,21,,,Black or African American,,,,,Yes,Female,0.21299012685497065,0,0,0,0,0.5,1,1,0.40211660959807144,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1628,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,Age,51,,,,,White,,,No,Female,0.2776700307795941,0,0,0,0,0.5,1,1,0.8070905680784701,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1629,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,Age,38,,,,,White,,,No,Male,0.23501587711158575,0,0,0,0,0.5,1,1,0.8913503938567243,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1630,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,Age,30,,,,,White,,,No,Male,8.1247370709024e-4,0,0,0,0,0.5,1,1,0.8475969216897146,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1631,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,Age,37,,,,,White,,,No,Male,0.30452465040248927,0,0,0,0,0.5,1,1,0.3055567576795716,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1632,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,Age,21,,,,,,Other,,Yes,Male,0.507479261957919,0,0,0,0,0.5,1,1,0.9224413668090574,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1633,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,Age,51,,,Black or African American,,,,,No,Female,0.7169850859132095,0,0,0,0,0.5,1,1,0.1342219766541901,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1634,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,Age,27,,,Black or African American,,,,,No,Female,0.7330062875368182,0,0,0,0,0.5,1,1,0.6778499057232052,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1635,Yes,"Yes, I will",Purple,,,,,,Candidate 1,,,Candidate 1,Age,67,,,,,White,,,No,Female,0.27032476460335886,0,0,0,0,0.5,1,1,0.7098869291855691,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1636,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,Age,53,,,,,White,,,Yes,Male,0.24404418404308245,0,0,0,0,0.5,1,1,0.2392579324634881,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
